steps,rewards,critic_loss,policy_ppo_loss,policy_ddpg_loss,kl,entropy,value_func_loss,beta
145.25,301.5102362895615,0.00032110058,-0.008216679,0.0019593053,0.0015633191,2.5966997,0.004321716126810655,2.25
151.75,311.50422986586517,0.0003278416,-0.012108304,0.0022654845,0.0027160204,2.5983908,0.000792655143297211,2.25
148.35,312.15660275378434,0.0003055054,-0.0063020587,0.0021229181,0.0013404508,2.5980384,0.00227756629362339,1.5
161.7,324.23222115936386,0.0002881937,-0.008310037,0.001638773,0.001905707,2.5938668,0.0013062386356924487,1.5
153.2,318.4069197068634,0.00027679504,-0.01234779,0.002256642,0.0029235203,2.595736,0.0008881027510538041,1.5
154.65,321.15901484401104,0.00026626777,-0.012825123,0.0022276954,0.0034999654,2.5984235,0.0014593377594802482,1.5
159.2,329.3348514638875,0.00026478677,-0.014947281,0.0027330285,0.0048881974,2.6014154,0.001787268572395028,1.5
159.95,340.1754142079915,0.00025087787,-0.013054542,0.0035449911,0.0041180365,2.6062064,0.00147768980155259,1.5
164.2,348.9294428205417,0.00024384209,-0.009174223,0.0023100625,0.0021609874,2.607937,0.0012253096013060555,1.5
170.8,359.5994207343732,0.00023113543,-0.0136973765,0.0032848932,0.0038924376,2.6041965,0.0033825982871477484,1.5
160.75,338.88743665283,0.00023097488,-0.007772819,0.0019831217,0.0039068866,2.6046224,0.019447122619062333,1.5
167.75,363.9347427608482,0.00022988964,-0.014507383,0.0030118502,0.0025388524,2.6118953,0.003639516312428315,1.5
167.6,366.85394350957813,0.00021980514,-0.010180678,0.002421617,0.004245116,2.6243029,0.0023910498872198906,1.5
163.95,365.1835178837606,0.00021846176,-0.0121393,0.0021633264,0.0025261058,2.6271784,0.00742044027717698,1.5
166.35,372.9603177694568,0.00021854868,-0.012729157,0.0025896155,0.003708868,2.617487,0.0026443460239505717,1.5
160.45,371.8900179296676,0.00021674778,-0.008473471,0.0028167798,0.0031195355,2.611411,0.005258335314926267,1.5
166.9,392.80773151952246,0.00021362712,-0.0159177,0.0023565071,0.00604656,2.6118064,0.007716328978208826,2.25
166.55,396.52563199618004,0.00020881156,-0.012597967,0.0035562643,0.0021122338,2.614821,0.01744475731222249,2.25
172.55,405.85956431664914,0.00021653714,-0.009814714,0.0015138242,0.0022420858,2.6201987,0.031079495948604863,2.25
176.25,413.82549805526014,0.00021132821,-0.007870421,0.0024473127,0.0010399375,2.6213572,0.038329396076477236,1.5
182.8,432.36081791821044,0.00021002657,-0.012964386,0.0011633126,0.0052400585,2.6254735,0.015265061024523354,1.5
171.3,424.33060650190555,0.00021359081,-0.009486042,0.0012927743,0.0034899404,2.617549,0.0419163317197732,1.5
195.95,475.0498159381612,0.00021707066,-0.009424899,0.0018777694,0.003041158,2.61514,0.06841030081341798,1.5
187.3,452.8358460388921,0.00021008801,-0.00971392,0.0013588693,0.004182684,2.6225595,0.0603715125329859,1.5
